qid,question,correct_answer,model_generated_answer,model_generated_answer_text,model_comparison
2750,when does man in the top of the image of syria have a long-term future?,1,1,during an agreed political transition.,1
2751,who said person in the top of the image of the syrian government has no long-term future?,3,0,Recep Tayyip Erdogan,0
2752,who did not meet with israel leader benjamin person in the image during the iran deal?,0,1,President Benjamin Netanyahu,0
2753,what is the president's role in pressuring person in the image benjamin netanyahu?,3,2,pressuring Netanyahu on economic sanctions,0
2754,who is charged with the killing of charlie in chechnya under the leadership of person in the right of the image?,1,3,Dzhabrail Yamadayev,0
2755,where did person in the left of the image get her head kicked in phnom penh?,3,2,at a Chinese restaurant in Phnom Penh,0
2756,who was the first girl to serve as person in the right of the image at st agnes catholic church?,0,0,Annemarie Dougherty,1
2757,who was killed in an attempt to capture man in the left of the image?,0,2,Azzam al-Naseef,0
2758,who was person in the left of the image shot in the west bank?,0,3,Ayman al-Zawahiri,0
2759,who's running for president in texas as woman in the center of the image?,1,1,Ted Cruz,1
2760,who did ted woman with the black suit in the image in las vegas?,3,0,Barack Obama,0
2761,what is the percentage of support for woman in the center of the image in the presidential race?,0,1,25 percent,0
2762,what is the percentage of support for woman in the center of the image?,0,2,11 percent,0
2763,where was the republican presidential debate held with person in the center of the image?,0,0,"Las Vegas, Nevada",1
2764,where does woman in the center of the image get his information from for running for president?,1,0,The Bible,0
2765,who is running against person in the center of the image in the republican presidential race?,2,2,Ben Carson,1
2766,what is the percentage of support for woman with the black suit in the image vs conor conor?,1,3,11 percent,0
2767,where did the republican presidential debate featuring person in the center of the image take place?,1,0,"Phoenix, Arizona",0
2768,where was the trial of man in the image held?,2,2,Istanbul,1
2769,who is leading the new government in turkey after a surprise election victory for person in the right of the image recep turkish?,2,2,"Deniz Baykal, a former leader of the main opposition Republican People's Party,",1
2770,who is woman with the black suit in the image of state for southeast asian affairs?,1,2,Joseph Kerry,0
2771,what did person in the image say at his church?,3,3,no signs of the life-threatening disease.,1
2772,who does person with the white dress in the image meet with in washington dc?,2,2,several clients of Catholic Charities of the Archdiocese of Washington.,1
2773,when is man with the white suit in the image going to be in washington dc?,2,0,a joint meeting of the U.S. Congress the next day,0
2774,who is man in the right of the image of europe in the trans-atlantic trade agreement?,1,3,British Prime Minister Theresa May,0
2775,who has worn man in the right of the image polo shirts?,3,3,"Hillary Clinton, actress Gwyneth Paltrow and actor Johnny Depp",1
2776,what is the role of man in the right of the image at old navy?,1,2,Shutting sales at Old Navy,0
2777,who is person in the right of the image of ralph lauren jeans?,0,0,global head of sales at Hennes & Mauritz,1
2778,who is meeting with woman in the right of the image in vienna?,1,3,Hassan Rouhani,0
2779,where is person in the right of the image going to visit in the middle east?,1,2,Tehran in Iran,0
2780,who is leading a congressional delegation to tibet as person in the right of the image of china?,0,1,"House of Representatives Speaker Nancy Pelosi, an outspoken critic of China's human rights record",0
2781,when does japanese hostage person in the center of the image give up al-riishawi?,2,1,midday Thursday,0
2782,who is person in the left of the image of china and south korea?,0,0,Japanese Prime Minister Shinzo Abe,1
2783,who is person in the image of the opposition party in afghanistan?,2,3,Mohammad Najibullah,0
2784,how long were person in the left of the image in thailand detained?,1,2,over two years,0
2785,person with the glasses in the image sentenced to prison?,3,2,Lei Zhengfu,0
2786,how long did person in the image take to make his cabinet?,2,2,three months,1
2787,who is talking to person in the right of the image about iran?,2,2,Treasury Secretary Jacob Lew,1
2788,who negotiated the nuclear deal with man in the right of the image?,2,1,Intergovernmental Panel on Climate Change,0
2789,who is person in the right of the image of the joint chiefs of staff?,2,2,Gen. Martin Dempsey,1
2790,who was with person in the right of the image at the nuclear deal?,0,0,"Treasury Secretary Jacob Lew, right, and Energy Secretary Ernest Moniz",1
2791,what was the cause of man in the image?,3,3,natural causes,1
2792,what caused the death of person in the image on Sunday?,0,3,death by accident,0
2793,who did man in the image play for in the nfl?,2,2,the 11th overall pick of the New York Giants.,1
2794,where did pope person in the image celebrate mass in philadelphia?,1,1,"the sprawling, leafy Benjamin Franklin Parkway in central Philadelphia",1
2795,why did person in the image come to the united states?,1,3,to work,0
2796,what was the purpose of the visit of person in the image to philadelphia?,2,0,to visit family in the area,0
2797,what was the purpose of the visit of woman in the image to philadelphia?,3,3,to attend the World Meeting of Families,1
2798,where did woman in the image celebrate mass in the united states?,0,1,Los Angeles,0
2799,where did pope person in the image celebrate mass in philadelphia?,1,2,Up Benjamin Franklin Parkway,0
2800,when did woman in the image visit the curran-fromhold prison?,2,2,"27, 2015",1
2801,who was the girl who prayed for woman in the image in philadelphia?,3,3,"Lupe Cantu, of McAllen Valley, Texas",1
2802,who was in the audience with person in the image?,2,1,"Almost 100 men and women, seated in rows of blue chairs, appeared to listen intently. Dressed in green uniforms, some also sported tattoos on their hands, arms and necks.",0
2803,who was in the audience with woman in the image?,1,2,"Almost 100 men and women inmates, seated in rows of green chairs, appeared to listen intently. Dressed in white uniforms, some also sported tattoos on their hands, arms and necks.",0
2804,who was in the audience with person in the image?,0,3,Almost 100 inmates and no men,0
2805,who came in second behind person in the right of the image in the boston marathon?,1,2,Kemboi Chebet,0
2806,where did woman in the right of the image finish in the boston marathon?,2,2,eighth,1
2807,who was third in woman in the right of the image?,1,1,Wilson Chebet,1
2808,who came in third behind woman in the right of the image and yemane adhane?,2,3,"Abderrahime Bouramdane of Morocco, 1:05 behind the winner Desisa",0
2809,who won the boston marathon with person in the right of the image?,1,3,"Yemane Adhane Tsegay of Ethiopia, Tadese Tola of San Diego, Lelisa Desisa of Ethiopia",0
2810,why is the us concerned about man in the left of the image in the israel election?,3,0,not concerned about anything,0
2811,why did person in the left of the image win the election in israel?,3,0,they had the best platform.,0
2812,who is running for prime minister of israel after person in the left of the image won the election?,0,2,Benjamin Netanyahu,0
2813,why did man in the left of the image win the election in israel?,2,2,"portrayed himself both as a strongman bent on protecting Israeli security and a victim of opposition news media and some foreign leaders, including Obama",1
2814,what is the real reason for person in the left of the image?,3,1,to further an agenda,0
