qid,gt_ans,pred_ans_blip,correctness_blip
2953,"song of the year for ""Shake It Off,"" and even assisted Madonna by strumming her guitar onstage while the pop icon sang a new song.","song of the year for ""Shake It Off,"" and even assisted Madonna by strumming her guitar onstage while the pop icon sang a new song.",1
2954,song of the year,song of the year,1
2955,jazz musician Esperanza Spalding,Jazz musician Nina Simone,0
2956,the latest installment of the PBS television program In Performance at the White House.,while attending a state dinner,0
2957,Jeb Bush,Mitt Romney,0
2958,Jeb Bush,Hillary Clinton,0
2959,"Abubakar Suleiman, a cabinet minister,","Abubakar Suleiman, a president",0
2960,14-May,15-May,0
2961,Stuart and Anita Caven,Steven and Angela Caven,0
2962,just blocks from the Inner Harbor,in the middle of downtown,0
2963,university graduate Sum Dany,university graduate Sum Dany,1
2964,Sum Dany,Dan Sum,0
2965,"Bunn Rachana, one of the winners","Rama Rachana, one of the winners",0
2966,Phat Sreytouch,Chan Dara,0
2967,2013,2015,0
2968,Mikhail Khodorkovsky,Vladimir Putin,0
2969,Lorin Latarro,John Adams,0
2970,an all-female creative team has now been hired for the first time,an all-black creative team has now been hired for the first time,0
2971,2013,2012,0
2972,2014,2012,0
2973,Muhammadu Buhari,Goodluck Jonathan,0
2974,"Saturday's election as long as it is ""free, fair and credible.","Sunday's election as long as it is ""free, fair and credible.",0
2975,President Goodluck Jonathan,President Buhari,0
2976,one of his guards recently died of Ebola,one of his guards recently died of cancer,0
2977,Sam-sumana,Sam-somana,0
2978,"Nov. 4, 2015","Nov. 3, 2015",0
2979,"Nov. 4, 2015","Nov. 3, 2015",0
2980,"Nov. 4, 2015","Nov. 2, 2015",0
2981,Kenyan President Uhuru Kenyatta,Kenyan President Uhuru Kenyatta,1
2982,Saturday,Saturday,1
2983,Kenyan President Uhuru Kenyatta,Kenyan Vice President William Ruto,0
2984,Kenyan President Uhuru Kenyatta,Kenyan President William Ruto,0
2985,Kenyan President Uhuru Kenyatta,Kenyan President Barack Obama,0
2986,Kenyan President Uhuru Kenyatta,American President Donald Trump,0
2987,Kenyan President Uhuru Kenyatta,American President Donald Trump,0
2988,1.3 meters tall (4 foot 3) and 24 kilograms (53 pounds),1.3 meters tall (4 foot 3) and 30 kilograms (66 pounds),0
2989,South Korea,Russia,0
2990,former dictator General Than Shwe,outgoing President Thein Sein,0
2991,former dictator General Than Shwe,former dictator General Than Shwe,1
2992,Tunisian,Egyptian,0
2993,Navy Secretary Ray Mabus,Navy Secretary Richard Spencer,0
2994,Pennsylvania Coal Miners,Pennsylvania Coal Miners,1
2995,"the Mendelssohn Club and the Bang on a Can All-Stars in Philadelphia,",the Beatles in London,0
2996,eastern Thailand,central Thailand,0
2997,John Ashe,Joan Ashe,0
2998,John Ashe,John Lennon,0
2999,John Ashe,Bill Clinton,0
3000,Francis Lorenzo,Martin Lorenzo,0
3001,Britt Robertson,George Clooney,0
3002,"Disneyland in Anaheim, near Los Angeles",Universal Studios in Hollywood,0
3003,2011,2012,0
3004,eastern Tachira state,eastern Tachira state,1
3005,Emilio Estefan,Ricky Martin,0
3006,Our Lady of Lourdes Academy.,Our Lady of Victory High School,0
3007,Emilio Estefan,Emilio Estefan,1
3008,emissary to China and Russia,general in the North Korean army,0
3009,a car crash,a flood,0
3010,Choe Ryong Hae,Kim Jong Un,0
3011,will encourage companies to offer profit-sharing with employees,will encourage companies to offer employees a greater share of profits,0
3012,28-May-15,30-May-15,0
3013,Blackberry,Blackberry,1
3014,an iPad,an iPhone,0
3015,more than 3 million,more than 2 million,0
3016,Carli Lloyd,Alex Morgan,0
3017,81 companies,111 companies,0
3018,Organizing for Action group,Organizing for America group,0
3019,"King and his wife, Coretta,","King and his wife, Michelle",0
3020,"modest, two-story, red brick house","small, one-story, wood frame house",0
3021,Tom Houck,Tony Hawk,0
3022,Tom Houck,Bill Gates,0
3023,316,261,0
3024,316,261,0
3025,58 percent,48 percent,0
3026,a referendum on the country's economy,a referendum on the country's economy,1
3027,a referendum on the country's economy,a referendum on the country's economy,1
3028,the Chan Zuckerberg Initiative,The Ford Foundation,0
3029,early last week,Late last week,0
3030,"San Francisco General Hospital, where Chan works as a pediatrician",John Muir Medical Center,0
3031,Muath al-Kaseasbeh,Muath al-Kaseabeh,0
3032,August,January,0
3033,Ugandan President Yoweri Museveni,Congolese President Joseph Kabila,0
3034,Abdullah al-Ashaal,Ahmad al-Ashaal,0
3035,Iraqi Foreign Minister Ibrahim Jaafari,Iranian Foreign Minister Ibrahim Jaafari,0
3036,"Ismayilova's mother, Elmira,","Ismayilova's mother, Azerbaijani",0
3037,Natasha Liu Bordizzo,Michelle Yeoh,0
3038,Natasha Liu Bordizzo,Natasha Liu Bordizzo,1
3039,Emory University Hospital in Atlanta,Emory University Hospital in Chicago,0
3040,"Beverly Hills, California","Beverly Hills, California",1
3041,25-Jul-65,23-Jul-65,0
3042,25-Jul-65,25-Jul-65,1
3043,25-Jul-65,25-Jul-65,1
3044,25-Jul-65,25-Apr-65,0
3045,25-Jul-65,24-Apr-65,0
3046,25-Jul-65,24-Jul-65,0
3047,folk music,country music,0
3048,"around 5,500 troops in 2017.","more than 5,500 troops in 2017.",0
3049,TV Celeb Sandra Lee Pulled Into NY Legislative Ethics Debate,TV Celeb Sandra Lee Pulled Into NY Legislative Ethics Debate,1
3050,Andrew Cuomo,Donald Trump,0
3051,a Syrian safe zone.,a Syrian safe zone.,1
3052,Nae Nae and the Stanky Legg,Wobble and the Stanky Legg,0
3053,Nae Nae and the Stanky Legg,Waltz and the Stanky Legg,0
3054,Nae Nae and the Stanky Legg,Merengue and the Cha Cha,0
3055,four years,five years,0
3056,University of Minnesota's Humphrey School of Public Affairs,Harvard University's School of Public Policy,0
3057,University of Minnesota's Humphrey School of Public Affairs,Harvard University's John F. Kennedy School of Government,0
3058,European Union foreign policy chief Federica Mogherini and Germany's Steinmeier,European Union foreign policy chief Federica Mogherini and Russia's Vladimir Putin,0
3059,return,return,1
3060,Tashfeen Malik,Hillary Clinton,0
3061,Tashfeen Malik,Tamara Malik,0
3062,Tashfeen Malik,Pamela Ingle,0
3063,Tashfeen Malik,Ilham Ahmed,0
3064,Taylor Swift,Lady Gaga,0
3065,Edith Piaf,Celine Dion,0
3066,Sirisena,Sirisena,1
3067,Jerusalem,Jerusalem,1
3068,at least $10 million in damages,More than $10 million in damages,0
3069,Jan.,Jan.,1
3070,Whitney Houston,Whitney Houston,1
3071,education and training,education and training,1
3072,sometime in 2017,sometime in 2015,0
3073,U.S. Senator John McCain.,U.S. President Barack Obama.,0
3074,Carrie Lam,Carrie Lam,1
3075,Joe Biden,Barack Obama,0
3076,Joe Biden,Barack Obama,0
3077,Joe Biden,Barack Obama,0
3078,Joe Biden,Donald Trump,0
3079,Hisham Barakat,Hosni Mubarak,0
3080,Hisham Barakat,Hosni Mubarak,0
3081,"Rochester, New Hampshire","Rochester, New York",0
3082,the eradication of Muslims from the u.s.,The eradication of all people from the world.,0
3083,Hillary Clinton,Hillary Clinton,1
3084,Maddie & Tae,The Carpenters,0
3085,Carter,Obama,0
3086,a fresh face of protest against Prime Minister Shinzo Abe's push to enact a more robust defense policy,a symbol of the government's repression of dissent,0
3087,students shocked by passage of a controversial state secrets act,students shocked by passage of a controversial state secrets act,1
3088,Lehman College in New York,Lehman College in Pennsylvania,0
3089,hundreds of soldiers across the country,hundreds of soldiers across the country,1
3090,hundreds of soldiers across the country,hundreds of soldiers across the country,1
3091,hundreds of soldiers across the country,hundreds of soldiers across the country,1
3092,hundreds of soldiers,hundreds of soldiers,1
3093,Palestinian protesters,Hamas,0
3094,hundreds of soldiers across the country,hundreds of soldiers across the country,1
3095,"Palestinian protesters, including teenagers.",Israeli soldiers,0
3096,hundreds of soldiers,thousands of soldiers,0
3097,counter-terror operations against separatist Kurds,military action against separatist Kurds ,0
3098,next month,next month,1
3099,"nationalist supporters of both Abe and Park have used historical disputes as wedge issues to translate public outrage into political support. to resolve this issue, he says, the two leaders must do the right thing based on shared democratic and human rights values and reject vocal minorities who want to keep the conflict alive.",The only way to resolve the conflict is through violence.,0
3100,by the end of the year,in a few months,0
3101,by year’s end,in a few months,0
3102,by year’s end,in a few months,0
3103,South Korea,Japan,0
3104,nationalist supporters of both Abe and Park,Nationalist supporters of both Obama and Park,0
3105,by the end of the year,by the end of the year,1
3106,Alabama state police,Oregon state police,0
3107,Avijit Roy,Avivit Roy,0
3108,Liquori Tate,Liquori Tate,1
3109,Liquori Tate,Sammy Tate,0
3110,Marvin Banks,John Doe,0
3111,Liquori Tate,Rebecca Monte,0
3112,Curtis Banks,Curtis Banks,1
3113,Marvin Banks,Marvin Banks,1
3114,Liquori Tate,Liquori Tate,1
3115,Hattiesburg Mayor Johnny DuPree,Hattiesburg Mayor Tim Dupree,0
3116,"more than 244,000 refugees from the Central African Republic.","more than 244,000 refugees from the Central African Republic.",1
3117,Malcolm Butler,Barack Obama,0
3118,13-Dec,12-Dec,0
3119,13-Dec,12-Dec,0
3120,13-Dec,2-Feb,0
3121,13-Dec,13-Dec,1
3122,Puot Kang Chol,Poot Chang Chol,0
3123,Jason Rezaian,Joseph Rezaian,0
3124,Tamerlan,Jahar,0
3125,Tamerlan Tsarnaev,Richard Jewell,0
3126,Assistant U.S. Secretary of State for East Asia and the Pacific Daniel Russel,Assistant U.S. Secretary of State for East Asia and the Pacific Daniel Russel,1
3127,Friday,Wednesday,0
3128,developing closer economic and security ties,giving a speech.,0
3129,Tuesday,Wednesday,0
3130,promoting human rights,promoting human rights,1
3131,developing closer economic and security ties,developing closer economic and social ties ,0
3132,devout Catholic and House Speaker John Boehner.,Pope Francis,0
3133,devout Catholic and House Speaker John Boehner.,Pope Francis,0
3134,"the anti-Trump, the antidote to his venom","the pro-Trump, the supporter of his venom",0
3135,"the Argentine-born church leader began by telling the lawmakers he was speaking through them to the American people ‚Äì ""the many thousands of men and women who strive each day to do an honest day’s work, to bring home their daily bread, to save money and, one step at a time, to build a better life for their families.""",The Argentine-born woman in the image was speaking about how to build a better life for their families.,0
3136,"24, 2015","24, 2013",0
3137,Alexis Tsipras,Alexis Syracuse,0
3138,Alexis Tsipras,Alexis Tsipras,1
3139,Alexis Tsipras,Alexis Tsipras,1
3140,Alexis Tsipras,Alexis Tsipras,1
3141,Colin Davidson,Colin Davidson,1
3142,Colin Davidson,John Constable,0
3143,22-May,22-June,0
3144,22-May,22-Apr,0
3145,22-May,21-May,0
3146,22-May,21-May,0
3147,an infection,lack of exercise,0
3148,Alzheimer's,Graves' disease,0
3149,after the West imposed economic sanctions over Moscow's actions in Ukraine.,after the West imposed economic sanctions over Moscow's actions in Iraq.,0
3150,Kiir,Kiir,1
3151,the rising number of young people in the country turning jihadists,the rising number of young people in the country turning jihadists,1
3152,"rising number of young people in the country turning jihadists and has in place actions to prevent them from traveling abroad to and returning from Syria, Yemen and other extremism hot spots",The government is concerned that these individuals will bring violence and instability to the country.,0
3153,Mark Twain,Stephen King,0
3154,"U.S. ambassador to South Africa, Patrick Gaspard","white house counsel, patrick gagliardo",0
3155,Trevor Noah is like many Americans. His struggles with identity are our struggles with Identity. And South Africa’s 21-year-transition from apartheid to the (admittedly imperfect) rainbow nation is not that different from the U.S.,Trevor Noah is like many politicians. His struggles with identity are our struggles with politics. And South Africa’s 21-year-transition from apartheid to the (admittedly imperfect) rainbow nation is not that different from the political world.,0
3156,Mandalay,Yangon,0
3157,Sarah Said Haydar,Sarah Said Radcliffe,0
3158,Sarah Said Haydar,Sarah Said Radcliffe,0
3159,red-bearded captor,green-bearded captor,0
3160,Khanke,Konke,0
3161,30 percent,30 percent,1
3162,Jacob Pechenik,Jake Pechenik,0
3163,Jacob Pechenik,Joseph Pechenik,0
3164,Jacob Pechenik,Coach,0
3165,director of National Intelligence,director of Defense,0
3166,5.1 trillion yen,51 trillion yen,0
3167,Mr. Secretary,Barack Obama,0
3168,about 60 Syrian opposition fighters,about 60 Syrian rebel fighters,0
3169,"Iraqi Prime Minister Haider al-Abadi discussed bilateral military cooperation between the two countries, including the training and equipping of Iraqi soldiers",Iraqi Prime Minister Haider al-Abadi asked Australia to provide financial support to help fund the war effort.,0
3170,"Iraqi Prime Minister Haider al-Abadi discussed bilateral military cooperation between the two countries, including the training and equipping of Iraqi soldiers, state television reported","Iraqi Prime Minister Haider al-Abadi discussed bilateral military cooperation between the two countries, including the training and equipping of Iraqi soldiers, state television reported",1
3171,early Saturday,late Saturday,0
3172,early Saturday,early Sunday,0
3173,early Saturday,early Saturday,1
3174,Cuba's top diplomat for U.S. affairs,Cuba's top diplomat for Chinese affairs,0
3175,Maria Eugenia Vidal,Mauricio Macri,0
3176,Maria Eugenia Vidal,Cristina Kirchner,0
3177,Vidal,Perez,0
3178,10-Dec,10-Dec,1
3179,to make it easier to help people with student loans pay back their debt.,to make it easier to help people with drug addiction get the help they need.,0
3180,military action,sanctions,0
3181,Premier Li Keqiang,President Donald Trump,0
3182,a review of Europe's border defense.,"a review of Europe's border control, ",0
3183,54,21,0
3184,54,53,0
3185,1967,1969,0
3186,1967,1967,1
3187,joined the National Guard,joined the National Guard,1
3188,the lines of well-wishers who‚Äôve been here all week,the president,0
